Selendis,1940,Helios,2580,Scientist,1760,Ascendant,1520,Dehaka,2280,Prophet,1040,Selendis,1060,Scientist,2160,Selendis,1500,
Ascendant,1120,Prophet,1540,Zagara,1260,Spirit,2300,Team Nova,1660,Ascendant,1060,Dehaka,1420,Ascendant,1200,Spirit,1160,Artanis,1820,
Dehaka,2300,Ascendant,1160,Niadra,1240,Artanis,1060,Selendis,1920,Selendis,1740,Selendis,1500,Selendis,1480,Ascendant,1180,Team Nova,2580,
Kerrigan,1140,Prophet,1280,Niadra,1300,Spirit,1600,Nomad,1280,Ascendant,1220,Stukov,1520,Ascendant,1200,Artanis,1180,Ascendant,1540,
Stukov,1980,Mira,1560,Selendis,1360,Nomad,1260,Scientist,1240,Dark Templar,1280,Zagara,1180,Selendis,1300,Nomad,1620,
Kerrigan,1140,Selendis,1300,Spirit,1680,Spirit,1460,Swann,1680,Stukov,1260,Team Nova,1740,Ares,1720,Zagara,1940,
Scientist,1920,Niadra,1500,Scientist,2100,Stukov,1180,Artanis,1300,Ascendant,1980,Kerrigan,1900,Ares,1420,Selendis,1720,Prophet,2340,
Stukov,1160,Scientist,1500,Dehaka,1500,Selendis,1500,Dark Templar,1560,Scientist,1080,Niadra,1000,
Team Nova,1920,Stukov,1080,Zagara,2220,Ares,1960,Nomad,2040,Mira,1880,Artanis,1080,Prophet,1120,Dehaka,1560,
Kerrigan,1480,Scientist,1520,Stukov,1520,Ares,1200,Ascendant,1100,Ares,1200,Ascendant,1180,Swann,600,Scientist,1200,
Zagara,1360,Ascendant,1200,Stukov,1200,Prophet,1200,Thakras,1880,Selendis,1280,Ascendant,1360,Dark Templar,2280,Ascendant,1180,Stukov,1380,
Scientist,1660,Nomad,1280,Dehaka,1380,Niadra,2300,Dark Templar,1500,Nomad,1560,Helios,1440,Team Nova,1540,Prophet,1360,Artanis,1340,
Prophet,1220,Ascendant,1140,Spirit,1460,Ascendant,1200,Swann,1560,Zagara,1280,Ares,1200,Team Nova,1400,Thakras,1500,
Dark Templar,1420,Ascendant,1340,Ascendant,1960,Zagara,2180,Artanis,1540,Scientist,1760,Ares,1640,Thakras,1360,Ascendant,1140,Team Nova,1740,
Swann,1380,Ares,1200,Zagara,1360,Selendis,1440,Mira,1340,Dark Templar,1340,Thakras,1040,Prophet,1520,Engineer,1640,Artanis,1540,
Scion,1660,Dark Templar,1700,Artanis,1320,Scientist,1880,Selendis,1340,Stukov,1420,Ascendant,1180,Zagara,1220,Kerrigan,1200,Spirit,1600,
Prophet,1580,Nomad,1720,Artanis,2220,Selendis,1520,Thakras,2280,Zagara,1380,Stukov,2000,Dark Templar,1580,Selendis,1280,Selendis,1500,
Dehaka,1720,Prophet,2580,Mira,1440,Selendis,1860,Artanis,1240,Team Nova,1960,Spirit,1580,Zagara,1580,Scientist,1980,Artanis,1180,
Scientist,1620,Scientist,1500,Kerrigan,1100,Engineer,1720,Zagara,1200,Ares,1200,Ascendant,1200,Ascendant,1200,Ascendant,1200,
Ares,2400,Selendis,1280,Artanis,1160,Prophet,1260,Nomad,1740,Ares,1220,Niadra,1200,Dehaka,1120,Spirit,1440,Ascendant,1200,
Mira,1400,Scientist,1720,Dehaka,2200,Dark Templar,1420,Ascendant,1100,Zagara,1200,Ares,1620,Artanis,1520,Prophet,1720,Nomad,1200,
Kerrigan,1040,Prophet,1480,Dark Templar,1580,Scientist,1480,Ascendant,1460,Niadra,1200,Spirit,1160,Ascendant,1180,Nomad,1380,
Dehaka,1400,Spirit,1700,Ascendant,1100,Team Nova,1800,Engineer,1240,Zagara,1560,Artanis,2020,Selendis,1280,Nomad,1460,Scientist,1180,
Thakras,1120,Spirit,1500,Dark Templar,1180,Ares,1200,Ascendant,1280,Artanis,1320,Prophet,1400,Scientist,1700,Spirit,1120,Niadra,1320,
Niadra,1320,Spirit,1560,Dehaka,1460,Nomad,1440,Prophet,1300,Artanis,1220,Ascendant,1200,Spirit,1600,Selendis,1960,Scientist,1520,
Selendis,1920,Dark Templar,1780,Artanis,2580,Dehaka,1200,Stukov,1740,Zagara,1360,Stukov,1840,Prophet,1040,Ares,1200,Ascendant,1520,
Ascendant,1120,Selendis,1400,Ascendant,1200,Prophet,1260,Niadra,1200,Scientist,1260,Stukov,1440,Thakras,2380,Artanis,1200,Ares,1200,
Ascendant,1280,Team Nova,2180,Ascendant,1460,Spirit,1460,Prophet,1460,Spirit,1160,Dehaka,1240,Stukov,2060,Zagara,1140,Ascendant,1980,
Team Nova,1700,Zagara,1280,Scientist,1480,Selendis,1100,Ascendant,1200,Ascendant,1200,Stukov,1200,Scientist,1200,Kerrigan,1240,Spirit,1660,
Ascendant,1160,Dehaka,1060,Scientist,1060,Scientist,1380,Stukov,1420,Ascendant,1200,Ascendant,1200,Zagara,1200,Selendis,1000,Ascendant,1080,
Spirit,1720,Niadra,1340,Ascendant,1280,Mira,1840,Team Nova,1500,Ascendant,1320,Prophet,1840,Thakras,1080,Ascendant,1420,
Dark Templar,1400,Zagara,1680,Ascendant,1340,Stukov,1540,Ascendant,1180,Ascendant,1200,Mira,1340,Kerrigan,2100,Ascendant,1600,Swann,2280,
Stukov,2040,Dehaka,1840,Stukov,1620,Scientist,1420,Engineer,1840,Engineer,1320,Zagara,1320,Helios,1520,Selendis,1540,Dark Templar,1820,
Dehaka,1800,Dark Templar,1320,Spirit,1180,Ascendant,1080,Artanis,1560,Ascendant,860,Swann,1340,Ascendant,1900,Niadra,1760,Artanis,1580,
Dehaka,2140,Scientist,1560,Ares,2020,Selendis,1560,Stukov,1160,Prophet,1220,Dark Templar,600,Helios,1360,Spirit,1560,Niadra,1220,
Swann,1640,Team Nova,1840,Mira,1320,Spirit,1200,Dehaka,2120,Zagara,1380,Stukov,1700,Ascendant,1200,Helios,1260,Ascendant,1060,
Scientist,1620,Dehaka,1160,Spirit,1580,Prophet,1320,Helios,1420,Ascendant,1220,Stukov,1140,Engineer,1460,Zagara,1120,Ascendant,1220,
Selendis,1440,Ascendant,1980,Scientist,1800,Team Nova,2440,Spirit,1940,Kerrigan,2520,Ascendant,1200,Spirit,1440,Prophet,1260,
Nomad,1360,Team Nova,1540,Thakras,1080,Ascendant,1180,Mira,1420,Spirit,1300,Ares,1200,Niadra,1380,Nomad,1440,Ascendant,1200,
Stukov,1120,Team Nova,1560,Spirit,1400,Prophet,1360,Spirit,1100,Kerrigan,1460,Ascendant,1320,Ares,1380,Zagara,1040,Artanis,1120,
Scientist,2180,Prophet,2180,Nomad,1420,Team Nova,1900,Scientist,1800,Dehaka,900,Selendis,1700,Ascendant,1520,Zagara,1440,Spirit,2200,
Ascendant,2140,Artanis,1160,Kerrigan,1820,Mira,1300,Scientist,1280,Selendis,1380,Dark Templar,820,Zagara,2440,Scientist,1760,Spirit,1500,
Scientist,1460,Stukov,1280,Engineer,1640,Selendis,1120,Team Nova,1820,Scientist,2220,Zagara,1180,Dehaka,1360,Ascendant,1360,Dark Templar,1680,
Dark Templar,1740,Spirit,1220,Scientist,1120,Team Nova,1380,Zagara,1200,Spirit,1240,Stukov,1220,Stukov,1180,Nomad,1480,Dehaka,1160,
Team Nova,1860,Nomad,1700,Ascendant,1300,Swann,1380,Niadra,1360,Ascendant,1820,Scientist,1840,Stukov,1900,Spirit,1800,Kerrigan,1420,
Artanis,1160,Swann,1700,Ascendant,1620,Ascendant,1380,Dehaka,1200,Stukov,1460,Dark Templar,1580,Scientist,2080,Niadra,1480,Artanis,1640,
Ares,1180,Kerrigan,1360,Selendis,1340,Niadra,1380,Nomad,1860,Scientist,1200,Prophet,1360,Scientist,1260,Team Nova,1400,Mira,1440,
Ares,1440,Zagara,2260,Stukov,1140,Dehaka,1540,Ascendant,1380,Scientist,1200,Dark Templar,1280,Artanis,2160,Spirit,1560,Ares,1540,
Selendis,1380,Ascendant,1640,Selendis,1320,Ascendant,1160,Swann,1420,Prophet,1140,Zagara,1140,Kerrigan,1300,Ascendant,1200,Scientist,1660,
Kerrigan,2040,Scientist,1660,Nomad,1440,Nomad,1520,Selendis,1380,Ascendant,1220,Prophet,1520,Stukov,1200,Niadra,1360,Ascendant,1480,
Kerrigan,1780,Spirit,1180,Ares,1200,Ascendant,1300,Spirit,1960,Team Nova,1860,Helios,1240,Niadra,1100,Ascendant,1280,Scientist,2060,
Kerrigan,2480,Ascendant,1180,Artanis,1220,Zagara,1360,Ascendant,1500,Helios,1980,Selendis,820,Nomad,1520,Mira,2160,Artanis,1500,
Team Nova,2020,Prophet,2460,Spirit,1620,Dehaka,2400,Selendis,1620,Ascendant,1440,Ascendant,1880,Zagara,1260,Ascendant,1260,Ascendant,1200,
Ascendant,1260,Mira,1700,Scientist,1180,Kerrigan,1120,Zagara,1280,Spirit,1220,Ares,1180,Team Nova,1360,Ascendant,1200,Nomad,1420,
Team Nova,1440,Scientist,1200,Scientist,1160,Scientist,1400,Selendis,2220,Prophet,1500,Kerrigan,1820,Artanis,2000,Dark Templar,1500,Zagara,2460,
Thakras,1140,Nomad,1640,Helios,1500,Niadra,1440,Dark Templar,1160,Stukov,1100,Scientist,1480,Artanis,1220,Ascendant,1360,Nomad,1320,
Ascendant,2360,Niadra,1860,Prophet,1440,Scientist,1200,Stukov,2100,Kerrigan,1400,Ascendant,1240,Stukov,1340,Ares,1200,Ares,1220,
Dark Templar,1600,Nomad,1280,Selendis,2200,Stukov,2000,Selendis,1400,Scientist,1500,Nomad,1440,Niadra,1300,Kerrigan,1820,Spirit,2020,
Swann,860,Prophet,1720,Spirit,1340,Niadra,1920,Selendis,2140,Dehaka,1140,Scientist,1340,Dark Templar,1340,
Dark Templar,1180,Spirit,1620,Engineer,1400,Scientist,1280,Prophet,1380,Stukov,1280,Dehaka,2200,Scientist,1280,Ascendant,1240,Niadra,1120,
Selendis,2080,Mira,1720,Kerrigan,2340,Spirit,2220,Prophet,960,Nomad,1360,Team Nova,2020,Dark Templar,1760,Zagara,1100,Ascendant,1200,
Mira,2080,Scientist,1440,Spirit,1800,Niadra,1060,Dehaka,1380,Scientist,1900,Helios,1640,Stukov,1640,Prophet,1460,Spirit,1720,
Dark Templar,1380,Zagara,1240,Mira,1620,Ascendant,1380,Scientist,2580,Swann,1420,Scientist,1000,Selendis,1260,Prophet,1380,Thakras,1180,
Spirit,1200,Zagara,1140,Spirit,1800,Thakras,1140,Mira,1360,Selendis,1480,Scientist,1760,Artanis,1540,Scientist,1180,Dark Templar,840,
Spirit,1420,Nomad,1300,Swann,1360,Niadra,1320,Ares,1160,Dark Templar,1260,Dehaka,1820,Prophet,1440,Scientist,1420,Ares,1200,
Ascendant,1160,Team Nova,1280,Ascendant,1460,Artanis,1200,Stukov,1880,Spirit,1180,Spirit,1820,Zagara,1160,Dark Templar,1160,Kerrigan,1380,
Prophet,1340,Dehaka,1980,Dark Templar,1520,Selendis,2020,Selendis,1100,Artanis,1120,Niadra,1080,Scientist,1600,Selendis,1500,Helios,1520,
Prophet,2300,Scientist,1520,Scientist,1680,Zagara,1260,Spirit,1800,Ascendant,1200,Scientist,1760,Ascendant,1700,Ascendant,2460,Dehaka,1840,
Dark Templar,2400,Ascendant,2400,Ascendant,1900,Kerrigan,1340,Ascendant,1180,Ascendant,1180,Prophet,1460,Zagara,1100,Spirit,1120,Nomad,1520,
Stukov,1620,Zagara,1140,Spirit,1180,Dehaka,1100,Scientist,1200,Ares,980,Spirit,1160,Scientist,1360,Scientist,1320,Ascendant,1200,
Scientist,2320,Nomad,2220,Spirit,1840,Zagara,1180,Ascendant,2540,Prophet,2580,Scion,1740,Ascendant,1420,
Mira,1480,Stukov,1380,Nomad,1680,Ascendant,1400,Prophet,1540,Swann,1460,Ascendant,1180,Team Nova,1640,Zagara,1100,
Ares,1540,Swann,1180,Selendis,1520,Ascendant,1200,Zagara,1360,Scientist,1200,Kerrigan,2320,Nomad,1260,
Dark Templar,1260,Selendis,1500,Kerrigan,1040,Artanis,1500,Scientist,1420,Zagara,1200,Prophet,1460,Artanis,1480,Spirit,1300,Scientist,1200,
Team Nova,2220,Zagara,1600,Swann,1520,Dehaka,1140,Stukov,1220,Scientist,1680,Scientist,1300,Spirit,1160,Nomad,1460,Prophet,1180,
Thakras,2580,Stukov,2300,Stukov,2080,Ascendant,1780,Selendis,1320,Ascendant,2200,Spirit,1900,Team Nova,1860,Zagara,1260,Swann,1820,
Ascendant,1180,Dehaka,1980,Ascendant,1180,Scientist,1720,Zagara,1260,Dark Templar,1600,Ascendant,1200,Nomad,1320,Ascendant,1200,Ascendant,1160,
Swann,1840,Engineer,1380,Team Nova,920,Selendis,1400,Nomad,1440,Ascendant,1460,Spirit,1360,Scientist,1200,Kerrigan,1140,
Spirit,1640,Artanis,1120,Mira,1560,Selendis,1420,Scientist,1400,Thakras,1000,Prophet,1260,Selendis,1080,Zagara,1340,Ascendant,1200,
Ascendant,1100,Zagara,1280,Artanis,1260,Swann,1320,Dehaka,1780,Spirit,1340,Prophet,1100,Artanis,1200,Dark Templar,1300,Ascendant,1300,
Ares,1560,Dark Templar,1560,Ascendant,1140,Ascendant,1200,Dehaka,1160,Stukov,1200,Spirit,1140,Niadra,1200,Mira,1580,Prophet,1140,
Scientist,1660,Team Nova,1880,Stukov,1120,Ascendant,2200,Scientist,1920,Selendis,1680,Prophet,1440,Zagara,1520,Dehaka,1260,Ascendant,1140,
Spirit,1280,Prophet,1480,Dehaka,1280,Spirit,1440,Artanis,1160,Zagara,1500,Scientist,2300,Mira,1840,Ascendant,960,Selendis,1580,
Ascendant,1240,Selendis,1400,Zagara,1540,Scientist,1220,Prophet,1700,Scientist,1300,Dark Templar,2260,Dehaka,1160,Mira,1760,Ares,1040,
Zagara,1120,Scientist,1500,Stukov,1060,Spirit,1500,Dehaka,1100,Dark Templar,1800,Prophet,1540,Mira,1320,Scientist,1400,Stukov,1440,
Ascendant,1640,Nomad,1420,Scientist,1720,Kerrigan,1140,Artanis,1340,Helios,1420,Swann,1660,Spirit,1500,Zagara,1220,Ascendant,1200,
Prophet,1280,Ascendant,1220,Mira,2020,Dehaka,1160,Scientist,1640,Artanis,1220,Ares,1160,Zagara,1480,Ascendant,1300,Scientist,1720,
Dark Templar,1660,Scientist,1900,Swann,1580,Stukov,1160,Artanis,1180,Niadra,1220,Dehaka,1720,Artanis,1220,Stukov,1340,
Zagara,1040,Ascendant,1480,Scientist,1940,Prophet,1440,Kerrigan,1140,Ascendant,1180,Selendis,1540,Dark Templar,1300,Scientist,1420,Selendis,1280,
Scientist,2220,Kerrigan,1420,Prophet,1140,Scientist,1320,Spirit,1540,Team Nova,1640,Niadra,1240,Nomad,1300,Swann,1500,
Team Nova,1880,Dehaka,1300,Niadra,1180,Ares,1200,Spirit,1160,Prophet,1440,Selendis,1220,Helios,1520,Helios,1180,
Prophet,2580,Helios,2520,Mira,1640,Artanis,1400,Mira,2260,Scientist,1340,Kerrigan,1540,Ascendant,1380,Niadra,1200,Scion,1720,
Scientist,1200,Selendis,1640,Scientist,1760,Zagara,1420,Artanis,1300,Spirit,1640,Dehaka,1400,Ares,1800,Engineer,1400,
Ascendant,600,Nomad,1220,Nomad,1580,Helios,1460,Zagara,1140,Team Nova,1400,Nomad,1460,Spirit,1560,Dehaka,2000,
Kerrigan,1100,Ares,1500,Ascendant,1460,Engineer,1600,Team Nova,2460,Ascendant,1200,Zagara,1340,Ascendant,1200,
Scientist,1680,Dark Templar,1220,Prophet,1880,Stukov,1160,Swann,1560,Dehaka,1560,Scientist,1680,Zagara,1080,Nomad,1640,Selendis,1640,
Spirit,1940,Team Nova,1520,Niadra,1060,Ascendant,1440,Prophet,1640,Kerrigan,1060,Stukov,1280,Helios,1380,Stukov,1160,Ascendant,1620,
Swann,1440,Zagara,1540,Prophet,1680,Ascendant,1220,Scientist,1000,Spirit,1640,Thakras,1240,Scientist,1600,Spirit,1580,Scientist,1700,
Artanis,1560,Team Nova,1900,Stukov,1220,Ascendant,1200,Artanis,1920,Dark Templar,1700,Ares,1920,Prophet,1580,Dehaka,1520,Zagara,1360,
Kerrigan,1280,Ascendant,1240,Prophet,1220,Selendis,1520,Zagara,1100,Ares,1520,Ascendant,1140,Spirit,1460,Nomad,1040,Scientist,1200,
Team Nova,1220,Prophet,1220,Nomad,2080,Ascendant,1720,Zagara,1000,Kerrigan,1280,Dark Templar,1500,Scientist,1340,Spirit,1320,Ascendant,1200,
Scientist,1400,Selendis,1420,Scientist,1900,Selendis,1400,Artanis,1300,Ascendant,1500,Dark Templar,1320,Zagara,1700,Kerrigan,1200,Prophet,1560,
Dehaka,2180,Selendis,1460,Stukov,1380,Ascendant,1160,Ascendant,1180,Prophet,840,Swann,1240,Ascendant,1300,Zagara,1340,Selendis,1380,
Prophet,1520,Zagara,1320,Kerrigan,1160,Selendis,1620,Ascendant,1140,Artanis,1900,Swann,1660,Stukov,1180,Nomad,1600,Artanis,1340,
Team Nova,1300,Ascendant,1300,Prophet,1240,Scientist,1300,Artanis,1420,Niadra,1100,Stukov,1500,Ares,1200,Kerrigan,2320,Selendis,1220,
Ares,1760,Scientist,2180,Zagara,1300,Kerrigan,1160,Dark Templar,2020,Scientist,1420,Prophet,1760,Selendis,1780,Artanis,1480,Ascendant,1200,
Kerrigan,1200,Dark Templar,1440,Zagara,1200,Scientist,1700,Ares,940,Stukov,1180,Mira,1640,Selendis,1400,Scientist,1020,Ares,1160,
Scientist,1580,Kerrigan,1140,Ascendant,1600,Dark Templar,1200,Stukov,1800,Scientist,1160,Selendis,1320,Ascendant,1180,Prophet,1480,Zagara,1440,
Spirit,2460,Zagara,1240,Spirit,1700,Dehaka,1700,Dark Templar,2060,Ascendant,1200,Ascendant,1200,Ascendant,1400,Prophet,2580,Ascendant,1040,
Ascendant,1220,Scientist,1480,Swann,1940,Artanis,1500,Ascendant,600,Zagara,1680,Ascendant,1200,Helios,1140,Dark Templar,1420,Kerrigan,1460,
Thakras,1100,Spirit,1540,Scientist,1260,Swann,1600,Niadra,1260,Dark Templar,1500,Scientist,1720,Mira,1400,Prophet,1500,
Dehaka,2260,Zagara,1160,Ascendant,1620,Ascendant,1200,Ascendant,1200,Ascendant,1260,Scientist,1200,Scientist,1200,Mira,1520,Ascendant,1420,
Selendis,1480,Stukov,1280,Ascendant,1200,Thakras,1160,Scientist,1200,Dark Templar,1640,Spirit,1180,Stukov,1160,Zagara,1200,Selendis,1120,
Ascendant,1220,Zagara,1260,Scientist,1800,Ascendant,1200,Spirit,1180,Ascendant,1800,Prophet,1820,Dehaka,1360,Artanis,2580,Dark Templar,1700,
Dehaka,2100,Ascendant,1280,Spirit,1540,Engineer,1360,Dark Templar,1500,Helios,1500,Helios,1420,Nomad,1400,Zagara,1180,Ascendant,1180,
Ascendant,2220,Thakras,2560,Nomad,1820,Ares,2040,Prophet,1860,Mira,1700,Zagara,1700,Selendis,1400,Ares,1200,Ares,1200,
Nomad,1500,Scientist,1460,Dehaka,1320,Selendis,1400,Selendis,1460,Selendis,1200,Ares,1200,Scientist,1160,Stukov,1200,Zagara,1020,
Stukov,2100,Selendis,1720,Kerrigan,1920,Team Nova,1520,Zagara,1500,Scientist,2300,Spirit,1800,Prophet,1560,Ascendant,1320,Dark Templar,1460,
Stukov,1460,Ascendant,2400,Prophet,1800,Ascendant,1320,Dark Templar,1480,Selendis,1880,Scientist,1480,Zagara,1340,Kerrigan,1180,Ascendant,1200,
Swann,1420,Selendis,1440,Zagara,1040,Thakras,1960,Team Nova,1540,Ares,1920,Scientist,1200,Ascendant,1620,Nomad,1240,
Ascendant,1240,Artanis,1540,Dehaka,1160,Team Nova,1280,Niadra,1560,Prophet,1300,Dark Templar,1980,Scientist,1180,Ascendant,1400,Stukov,1020,
Nomad,1140,Prophet,1260,Stukov,1780,Scientist,1540,Team Nova,1640,Nomad,1420,Niadra,1020,Kerrigan,2120,Dark Templar,1480,Scientist,1500,
Scientist,2220,Scion,2080,Prophet,2580,Swann,1680,Ares,1560,Dehaka,1120,Zagara,2360,Scientist,2360,Helios,1780,Artanis,1380,
Nomad,1760,Spirit,2240,Team Nova,1740,Ascendant,1340,Scientist,1340,Artanis,2140,Prophet,1720,Dehaka,1140,Zagara,1180,Swann,1500,
Dehaka,1940,Niadra,1180,Ascendant,1740,Spirit,1660,Team Nova,1820,Artanis,1280,Prophet,1900,Scientist,1780,Ascendant,1700,Artanis,1220,
Selendis,1520,Stukov,1720,Ascendant,1720,Spirit,2160,Team Nova,2400,Zagara,1200,Kerrigan,1340,Mira,1660,Ascendant,1200,Scientist,1200,
Stukov,1500,Kerrigan,1200,Nomad,2060,Ascendant,1060,Prophet,2040,Scientist,1160,Team Nova,1760,Spirit,1540,Nomad,2580,Zagara,1260,
Spirit,1260,Swann,980,Spirit,1800,Spirit,1760,Nomad,1160,Zagara,1160,Dehaka,1360,Ascendant,1500,Stukov,1260,Selendis,1680,
Dark Templar,2260,Engineer,1620,Spirit,1300,Zagara,1260,Stukov,1320,Thakras,1580,Ares,1780,Spirit,1700,Selendis,1140,Prophet,1720,
Spirit,2440,Mira,2300,Team Nova,1400,Nomad,2180,Ares,1620,Swann,2580,Dehaka,2380,Scion,1340,Spirit,1580,
Swann,1840,Scientist,1500,Niadra,1160,Ascendant,1200,Dehaka,1560,Scientist,2280,Selendis,1540,Helios,1400,Selendis,1580,
Zagara,1200,Spirit,1800,Selendis,1340,Kerrigan,2500,Nomad,1180,Team Nova,1760,Engineer,1620,Nomad,1460,Spirit,1360,Prophet,1800,
Scientist,1560,Selendis,1280,Dark Templar,1460,Artanis,1680,Ascendant,1900,Dehaka,1980,Prophet,1700,Swann,1220,Engineer,1440,Niadra,2400,
Mira,1600,Spirit,1580,Scientist,1200,Helios,1500,Zagara,1240,Thakras,2380,Ares,1540,Ascendant,1840,Prophet,1260,Spirit,1280,
Artanis,1640,Scientist,1780,Prophet,1500,Selendis,1660,Ascendant,900,Dehaka,1140,Scientist,1540,Ascendant,1200,Spirit,1120,
Helios,1520,Zagara,1260,Dark Templar,2340,Stukov,1200,Ascendant,1580,Ascendant,1200,Artanis,1380,Stukov,1260,Dehaka,1960,Ascendant,1500,
Engineer,1360,Prophet,980,Kerrigan,1820,Swann,1420,Niadra,1060,Ascendant,1320,Ascendant,1540,Ares,1240,Artanis,1200,Scientist,1400,
